"","Heading","Text","Rating","Time"
"251","NEW PHONE","SO FAR, SO GOOD....................................",5,2019-07-18 16:14:00
"252","Good","Got it from bogo couple years ago and still working",5,2019-07-17 19:41:00
"253","Apple iPhone 8","I have always been happy with the iPhone, so when it was time to upgrade I gladly moved up from the 6 to the 8. Although it seems to turn on slowly, it suits my purposes.",5,2019-01-06 17:08:00
"254","Great phone","Love this IPhone 8 great service and quality !!
5thone in the house",5,2019-06-19 18:05:00
"255","its an iPhone so works well","I bought this for my sister. We were a bit concerned with the price of the iPhone X models and settled on the iPhone 8. It is a nice step up from her old iPhone 5c which she was very reluctant to give up. The hearing aid apps and some of the other accessibility features are a huge plus for the iPhones in general and the 8 gives her a boost.",4,2018-10-26 12:24:00
"256","It's an iPhone","I just upgraded to this iPhone 8 from my iPhone 6 (which was literally splitting at the seams). So far it's..... well and iPhone. I don't know about all the plusses yet, but the negatives are: costly (of course), the ridiculous haptic response of the home button (feels like the phone is breaking - why can't we turn off the response), and the obvious lack of a headphone jack (which I knew ahead of time). I guess the level of customization has improved, but I'm not sure about the faster speed or better camera (I use this mostly for calls, texts, and simple game apps (not as a mini computer). If I wasn't locked into Apple products, or if the older model iPhones were still so expensive, I would have stayed with the 6.",3,2018-07-20 12:44:00
"257","FAIR PRICE","FAST SAFE SHIPPING , MY SON LOVES THIS IPHONE AND IT WORKS GREAT",5,2019-06-22 17:01:00
"258","Does exactly what it advertises and it’s priced re","Does exactly what it advertises and it’s priced really well too",5,2019-06-24 04:11:00
"259","iPhone 8","Bought this as a Christmas gift for my teen. Absolutely loves it, he handles the phone with ease. The resolution is excellent along with the function of the phone!!!",5,2019-01-04 21:26:00
"260","Great Apple I Phone 8.","This is an great Apple I phone 8 with 256 GB, durable glass and stronger aerospace grade aluminum band and water and dust resistant.",5,2018-08-19 08:20:00
"261","Home button","My daughter wanted a phone with a home button. And this was one of the only ones still made with one. It’s as fast as it should be and has the normal functionality of the other iPhones. Good product for sure.",5,2018-10-12 13:16:00
"262","Best phone ever.","I love this phone. It is very easy to use and everything was moved over from my old phone.",5,2019-05-08 09:36:00
"263","Another Great Iphone","My Iphone 6 had a sprung case so I upgraded to iphone 8 256GB... Itunes as usual was confusing and I was unable to use it to transfer to new phone... I did get everything on it... enjoy the new phone as usual the OS updates add more function to the phone so I do consider this a improvement. No 5 stars yet until I can off load all data and files via USB drive.",4,2017-11-10 12:52:00
"264","Easy and fast","The order for a new iPhone was easy on Best Buy's website. It allows you to choose the carrier and phone number for which the new phone will replace. Super fast shipping.",5,2018-12-21 17:38:00
"265","Apple iphone","I bought this for my daughter. I am a big fan of apple and have all apple products. She came from an iPhone 5c which seemed to last forever. I am not confident enough to give her an iPhone X with the glass back and front so I got her a more durable version.",5,2018-07-01 09:43:00
"266","information","with all the apps I have at my fingertips all the info needed to make my day better.",5,2019-05-17 19:32:00
"267","Really OK","It’s an iPhone. It’s not much different than my last iPhone except it runs the latest iOS without having to worry about Apple’s intentional slow-down yet. 
I like the Plus- my last phone was standard size and I really love the larger screen. But it’s heavy. 
Sometimes the phone stops responding to touch screen for no apparent reason. This is concerning. And I may bring it up with Apple Support after a little google research. 
Overall - it’s really OK. It’s a good phone but probably not much better than any other good smart phone.",4,2017-12-21 19:45:00
"268","Upgrade","Made an upgrade from a 6s to an 8. Same size as a 6 but additional features. Not fond of the new pricing policies, but that is manufacturer and vender issue, nothing to do with Best Buy. They only deliver the product and do a good job at it",5,2018-08-04 10:50:00
"269","Always a great phone to carry.","As usual always good idea to carry mobile device that can handle multiple daily of life's activities.",5,2019-04-17 18:29:00
"270","I Phone is the best","I love the iPhone 8. It was so easy to back up and reload the new phone. The camera is very good and it is very quick and responsive vs. my old 6.",5,2019-01-25 16:14:00
"271","It works","It's difficult to review a new cell phone, but it works just like any other iPhone 8 should work.",5,2019-04-20 07:56:00
"272","Very pleased","I had to purchase this to replace an iPhone 7 which I broke. Best Buy made is quick and easy and I am very happy!",5,2019-03-22 18:52:00
"273","Yup","Same old apple. If you’re a fan then you’re a fan.",5,2019-07-03 00:16:00
"274","iPhone is my phone of choice","I love my iPhone and will continue to get a newer and better model until there is a better product on the market.",5,2019-03-22 10:13:00
"275","Does everything I need it to do","My third iPhone, but don’t want a phone with a large screen. So far very happy.",5,2019-05-17 06:15:00
"276","Excellent choice! I love it!","This is a great phone. I went from a 5S to the 8. I thought it would take more time to get familiar with the slightly larger size but I adapted very quickly. Love it.",5,2018-12-14 21:56:00
"277","Great phone","Got this phone for an amazing price with a deal that Best Buy had going on. Buying and setting up phone plans here is way better than dealing with phone companies themselves.",5,2018-11-28 20:48:00
"278","Great phone for an upgrade without too much expens","Great phone for an upgrade without too much expense",5,2019-06-29 10:56:00
"279","Nice replacement for iphone 6s","I got the same color as my old iPhone 6S and thus had a nice upgrade for my broken phone. My old phone stopped charging the day before and fixing that and broken glass did not seem a good idea at the time.",5,2018-09-25 10:08:00
"280","Phone works Great!","I needed to replace my iPhone 7 and the 8 has a better camera, but works pretty much the same. I haven’t detected any other differences between the two phones other than the speed at which the 8 downloads updates, much quicker than the 7.",5,2018-07-15 08:50:00
"281","So Far, So Good","We traded up from old beaters to the 8 and 8plus. Nice. We love the wireless charging and fingerprint identification. Camera is a bit complex but high quality too.",5,2018-12-14 17:12:00
"282","Great","Great I phone. in the line for an older phone I would recommend",5,2019-06-07 16:14:00
"283","no comparison to dumb phone","My old phone was not a smart phone. Not as old as a flip phone, but close. I've never had a ""smart"" phone because I have an iPad for most of what I would need in a smart phone. Now that I have the iPhone though, I can leave my iPad at home more often. I feel lighter without all that extra weight.",5,2018-02-24 06:25:00
"284","i phone 8","I bought this phone for my daughter for Christmas. It stopped working 2 days later. She took it to the Apple store and they gave her a new one on the spot.",5,2018-12-28 13:03:00
"285","Good phone","Enjoying my new phone. Had a few problems getting ringtones moved over but that has been resolved finally. Also problems with getting voicemail on this phone but AT T resolved that issue.",5,2018-10-26 14:24:00
"286","New iPhone 8","Great, love it and great value for the price. Easy transaction.",5,2019-06-06 13:06:00
"287","Son loves it!","Replaced my Son’s iPhone SE. He is very happy to have the iPhone 8. Off to college he goes! This phone is so much better and he was very excited to get it! He says the camera is tons better (important for an 18 year old)",5,2018-08-16 07:13:00
"288","works fine","Good product fits in pocket well no bulge streamline",5,2019-06-22 08:01:00
"289","Kid's replacement/upgrade","iPhones are TOUGH! My daughter had her last one for three years. We finally replaced it as it was starting to get 'twitchy.' She had her prior one for three yrs as well and even though you could see the 'guts' where a piece of the glass face had fallen out, it still worked.",5,2018-04-13 12:20:00
"290","Love My Red 8","Just upgraded to the iPhone 8 and got it in RED. It’s very cool! More storage and longer battery life than my 6s. 
Paul was very professional and made the process go smoothly. 
Best Buy also had a good deal on the monthly payment for the phone. 
Thanks Best Buy!",5,2018-05-04 18:30:00
"291","Daughter is so happy","My daughter is very happy with her new iPhone. This was an upgrade from a 6S that stopped working properly.",5,2019-03-22 13:26:00
"292","Love the iPhone 8","My wife was having a lot of problems with her Samsung phone. She Couldn’t find her pictures or contacts and trying to maneuver throughout the menus and screens was frustrating for her. I bought her the iPhone 8 and voila, you’d think she was a tech genius.",5,2018-05-25 16:58:00
"293","Nice phone but battery life disappointing","Better than the 6 it replaced but battery life seems to be less.  Camera is better buy 6 was good enough.  Overall adequate for price but nothing to shout about",3,2019-11-23 09:42:00
"294","Very nice","Aside from the lack of a 20mm headphone port, this is an excellent phone. It comes with a lightning->20mm adapter so even that’s not too big a deal. Wireless charging is super convenient.",5,2018-10-19 18:03:00
"295","Same as iPhone 7","Good phone, just the same as the 7. I like the size of the 7 and 8 series, the newer versions are just too large for putting on an arm band.",4,2019-06-10 10:23:00
"296","nice phone","I bought this phone for my son and loves it. He not only uses it as a phone, but watches movies, and listens to music...and both video and sound are great.",5,2018-12-19 22:25:00
"297","Very happy with product","The phone has worked great, and have had no problems with it.",5,2019-06-04 12:46:00
"298","specs are me","Nice Phone and who really needs a 10 for the things i use it for?!?!? Not this guy....they went the extra mike also to track this down for me!",5,2019-01-12 22:22:00
"299","Great service- no wait","We forgot to backup my wife’s iPhone and the salesperson went above and beyond and helped us backup the phone to close the deal. No wait, no drama.",5,2018-05-16 17:46:00
"300","My daughter just loves her new iphone8","I felt my shopping experience was very easy and a pleasant experience overall. I will continue to use this avenue to purchase merchandise in the future",5,2018-12-26 00:10:00
"301","it's the iphone 8","I mean what more can I say? It's almost exactly the same as my 6 that stopped working. Is it a little faster? yeah. Is the camera a little better? I guess. Is it worth $700? Not really. I mean if my phone hadn't (literally) stopped working, I would have been just as happy keeping that. At least this was on a special for $150 off so I guess I should feel like I got a deal (I don't lol). It realy is a great phone. I am an apple convert, but the price just kills me.",4,2018-02-16 12:23:00
"302","Been two years","And still going strong. No crashes or freezes. Fingers crossed Apple doesn’t try any funnybusiness likemy last one lol",5,2019-02-24 13:27:00
"303","Happy wife, happy life","Got this for my wife to replace her iPhone5. She loves it. I also carry an 8 as a work phone. Though I love my personal XS Max, the 8 is always dependable.",5,2018-12-16 13:11:00
"304","Great phone","Phone works great. It is just what I need for personal use and business.",5,2019-05-15 10:04:00
"305","Nice Phone","I switched from Samsung to Apple in order to match my family and facetime my kids. So far the switch has gone well and learning the apple was no problem.",5,2018-12-20 08:37:00
"306","Overall I’m happy with the phone","I had the iPhone 6 so this is def a good upgrade. Just a few glitches like the way it auto corrects the letter I to I️. Also has a prompt that continues to come up saying the product I’m trying to order is not available. I’m not ordering anything. 
Like the camera clarity and some other features but I️ miss the headphone jack.",4,2017-11-17 12:25:00
"307","Great replacement phone.","This phone was purchased to replace my old IPhone 4s. It does a great job for me.",5,2019-04-28 19:42:00
"308","Great Replacement","Replaces Android phone. Much easier to work. Slightly larger.",5,2019-05-31 18:02:00
"309","Our daughter LOVES her Apple iPhone 8","Our family has always purchased Samsung phones which we love. But our daughter insisted on an Apple phone so we purchased the iPhone 8 which she absolutely loves.",5,2018-11-28 18:59:00
"310","Great phone","Got this great phone as an upgrade for my husbands phone",5,2019-06-07 12:52:00
"311","Great iPhone once I got everything transferred","Technology is the best improvement I noticed on my new iPhone 8. It has great connectivity to all my peripheral devices and hands on apps. I upgraded from a iPhone 5c.",5,2018-11-16 13:46:00
"312","Unique and great","Excellent phone - and standouts, even as newer models are released. It would be great to have custom phone colors...",5,2019-02-22 18:07:00
"313","So far so good","Didn’t plan on upgrading my phone, was satisfied with my 6s until the battery port stopped working, got a good deal on the 8 and even though I always say there is too much emphasis on picture taking, I definitely am enjoying it’s capabilities!",5,2018-06-02 11:10:00
"314","Nice phone once I got use to it.","A good phone up grade from a 5s iPhone. Took awhile to get use to it but once I setup the security info it worked a lot better.",4,2019-06-19 20:55:00
"315","Great Phone","This is the second iPhone I have owned, and it has worked flawlessly!",5,2019-05-15 21:17:00
"316","Great phone","Your employee was great and got my wife off to a great start with her first smart phone",5,2019-04-12 18:00:00
"317","I love Apple iPhones","As always happens, my old iPhone was starting to act up. I went in to Best Buy to get a new one and was happily surprised by the fact that this 256GB version was on sale. I love the ease of use of the iPhone and the compatibility with most apps on the market.",5,2018-04-15 21:08:00
"318","Great iphone upgrade","Having had several iphones in the past, this was my next step up. Enjoying the improvements made since my SE. Much more storage and capabilities. Great phone.",5,2018-11-28 16:52:00
"319","Great Phone !","This was a major upgrade for me. I went from an iPhone 6s to this iPhone 8. It is a great phone with loads of extras loaded and available for use upon purchase. I really do like it but it did take some getting used to as the 6s was limited compared to this 8.",5,2018-04-13 22:08:00
"320","Iphone 8","The sales clerk, Christina, was amazing. She gave me all the time needed, no hurry. The product is great and was thoroughly explained. Got a totally honest response to every question and suggestion as I am 6",5,2018-08-14 16:17:00
"321","It’s been good so far","I have only owned it for a few days. It has been good so far. No Issues with so far",5,2019-04-17 17:03:00
"322","Great phone","While I am not an IPhone fan, and never will be, my son is loving this phone. He's been a huge iPhone fan for a few years now. But not me, android for life!",5,2018-11-30 20:42:00
"323","Good phone with many of the new features","I like this phone as it has many of the features that the X, XS, and XR has such a True Tone, wireless changing, and fast charging. The price is cheaper too.",5,2018-11-28 17:22:00
"324","iPhone 8","Good phone.  It was for my son & he seems very happy with it. No issues.",4,2019-08-21 21:00:00
"325","Solid phone","I really like the iPhone 8 my family has 4 and every one is solid!",5,2019-05-15 18:56:00
"326","Everyday iPhone","Iphone 8 is the last iPhone with Touch ID, all newer ones use Face ID. I still like the Touch ID feature and got the 256gb so I have sufficient storage for photos and songs and apps etc. This has been a good choice so far. Although iPhones are known to have battery issues, let's wait and see how well this one lasts.",4,2018-09-23 10:03:00
"327","girl friend pone i got her","she likes the phone the size and shape of it so she can see it better and it work good for her.",5,2019-03-25 10:34:00
"328","First Impression","I bought my first phone and it is great! I like the glass back, it looks more modern and the size of my iPhone is just right.",5,2019-01-26 11:07:00
"329","Poor battery life","I bought this phone as an upgrade for my 17 yo son. He does use his phone a lot but this phone lost battery life at a rapid speed even when he wasn't using it. We returned it and he now has the iPhone XR.",3,2019-10-18 22:53:00
"330","good upgrade","my daughter is happy with the upgrade of her phone.",5,2019-06-07 16:01:00
"331","Bumbles Bounce","Like the creature in Rudolph the Red-Nosed Reindeer, this protector has been effective against a number of drops. It bounces and protects.",5,2018-12-29 20:03:00
"332","Nice upgrade","Still has battery charging issues. Nice upgrade but not spectacular from the iPhone 6 so 4 stars. Best Buy's exemplary service and support in purchase and Sprint set up are the reason for the 5 stars.",5,2018-08-19 16:22:00
"333","Gift","Bought this phone as a gift , simply love it, always.",5,2019-06-02 13:03:00
"334","Good","The is a good buy and timing was everything here. I needed to buy an Mr IPhone and Best Buy’s so happen to have a 1 day deal on the Iphone8 which ended up costing less that an Iphone7 that I was looking to buy. I’ve had many IPhones before and plan stick with it for awhile.",5,2018-02-16 12:49:00
"335","Good solid phone. Pretty pricey though","Solid iphone. Does what I expected. Still pricey despite being an older model.",4,2019-08-10 17:07:00
"336","Love my iPhone 8","I especially loved getting the new mobile during one of Best Buy's special offer periods. Also enjoyed Best Buy working in conjunction with Verizon so they were able to add the phone to my Verizon account so easily.",5,2018-07-13 19:47:00
"337","Good phone","This phone was for my son and it started to crash within 2 weeks. I brought it to the Apple Store and they replaced it with a brand new one, not a refurbished one. This one runs perfectly and no issues.",5,2018-08-08 16:44:00
"338","Nice phone","Nice upgrade from previous version. Tried an android. Hurried back to iPhone",5,2019-04-20 12:01:00
"339","love it!","subtle changes from my old iPhone but quickly adjusted. glad I upgraded. but attitude & lack of customer service skills of salesperson was unacceptable. def will NEVER go thru best buy princess anne again.",5,2018-07-31 11:53:00
"340","first iphone","I am still getting familiar with the iphone and like it so far .",5,2019-05-10 17:39:00
"341","Great Upgrade","I had the iPhone S and upgraded to the iPhone 8. I wanted to keep the smaller phone so I didn’t go plus. So far, it’s been a great phone.",5,2018-12-22 10:21:00
"342","Great","All you could want from an iPhone without selling a kidney.",5,2019-05-17 15:23:00
"343","Happy with our iPhone purchase","Needed to upgrade from an older iPhone. Didn’t quite want the iPhone X and with the drop in price and mostly all the same options we went with the 8. It took us a bit to activate it but the staff at BestBuy helped us through the process.",4,2019-01-04 13:47:00
"344","Glad I purchased","I upgraded from the 4 to the 8 - what a difference! Everything is better! Except the size, I really liked the smaller size, but you get used to it.",5,2018-11-29 10:57:00
"345","Very Happy","My daughter had an iPhone 5 for the last five years. Unfortunately, she dropped it one too many times and the screen shattered. She upgraded to the iPhone 8 and is VERY happy with it.",5,2018-09-10 13:23:00
"346","Happy Wife-Happy........","Traded in iPhone 6 and my wife really likes this phone. Seems a bit smaller and lighter to me. The iPhone interface seems very human oriented.....plus it's red and she really likes that.
Good phone!",5,2018-08-03 13:00:00
"347","Great phone","Great phone - just one problem ever since I purchased it - I am having trouble with it not connecting to server when trying to make application purchase and no support team has yet been able to tell me what’s wrong",4,2019-02-03 08:33:00
"348","The best phone","What can I say, it's an iphone, how can you go wrong!!! They are the best!",5,2019-04-17 19:18:00
"349","Great phone for a beginner","My daughter loves this phone, she was using my Samsung tablet before and the only thing she misses is the radio option, she was able to record her favorite songs",5,2018-10-27 12:33:00
"350","Excellent product!","Purchased IPhone 8 - an excellent product from a very reputable company.",5,2019-04-19 19:42:00
"351","Great Phone","This phone is sleek and easy to use. The set up up was easy and camera is excellent. Apple never disappoints me!",5,2018-07-06 13:16:00
"352","Apple exceeds again","Bought the 8 for my wife as she had a galaxy s7, she loves it in every way. Coming from android all her life, wishes she switched long time ago",5,2018-12-01 00:53:00
"353","iPhone 8","This is a great phone! All the Apple quality and new camera in a small deSign! I will definitely be using this phone for years to come",5,2018-12-19 17:17:00
"354","love the phone","my Iphone works great no trouble with it and love the size it fits my hand just right",5,2019-03-25 10:31:00
"355","Excellent phone","Much better features than my old IPhone 6s. Lighter weight.",5,2019-05-10 14:11:00
"356","Great phone","Want to make a 13 year old happy? Get him an iPhone. This one is the perfect transition from ipod to phone.",5,2019-02-09 12:07:00
"357","Apple never disappoints","Upgraded from an iPhone 6s 16gb. I don’t think I could be happier. Plus got a good deal and great customer service, Best Buy always nails it.",5,2018-12-01 17:29:00
"358","Nice Phone","I bought this phone for my 19 year old son and he absolutely loves it! As soon as it goes on sale again, I'm getting one for myself as well.",5,2018-12-02 08:45:00
"359","Good iPhone","This is a good iPhone for the money. Also it has a decent amount of storage.",4,2019-08-01 11:21:00
"360","Great Phone","Had a 7 before. Much more power and has more options on it than my old phone. Best Buy transferred all of my pictures, etc. from my old phone to this one no hassles at all!",5,2018-09-20 04:51:00
"361","Very Apple","My wife has had several iPhones over the years. Most have had battery or performance issues after the first year of use but so far this one is still performing very well.",4,2019-03-27 17:33:00
"362","Great device","Got this for my wife as a gift and she loves it. Might go with an iPhone next upgrade.",5,2019-03-15 20:07:00
"363","GREAT DEAL AND GREAT PHONE","We looking for the Verizion BOGO deal on Iphones 8's, We got that PLUS and extra 150 off! Only available at BestBuy. The RED Iphone 8 is really a step up. We got a really nice clear case and we love them.",5,2018-06-30 05:57:00
"364","Good phone","iPhone 8 is still a good quality phone though it is not the newest model.",4,2019-08-02 20:54:00
"365","Everything you need","I am very happy with my new phone. Works as well as all of the other iphones that I have used.",5,2019-02-26 11:27:00
"366","Perfect size","I love my phone. I wanted a smaller one that fits in all my purses.",5,2019-04-18 09:22:00
"367","works great","I upgraded from an older iPhone and it went very smoothly. My apps and other items transferred more easily than I expected.",5,2018-12-28 14:11:00
"368","Great phone easy to use","I love my new phone it’s so easy to use and user friendly. You can customize the application folders.",5,2018-07-21 09:17:00
"369","Nice Phone","We got this phone as a part of the buy one get one. We have been android users and this is my first I Phone. I can see why everyone likes Apple. I’m still getting used to it but is is nice.",5,2018-07-31 20:09:00
"370","Apple iPhone 8","This phone was for my daughter which is a huge upgrade from what she had. She is so grateful for it. It has tons of memory and apps that she wants and needs.",5,2018-10-14 07:09:00
"371","Decent phone upgrade","So far this phone seems satisfactory. My 16 yr old needed a phone upgrade as his previous iPhone 6 was having terrible battery life and the screen ended up cracking from a fall outside on the sidewalk. Overall, he is pleased with the phone although not thrilled.",4,2018-11-02 12:21:00
"372","(Mostly) everything I expected.","The phone is great. However, the short life of battery charge is bothersome.",5,2019-03-29 18:49:00
"373","Love it!","I upgraded to this iPhone from a 6s I purchased several years ago. I love it- there is more storage so I don't have to worry about the number of apps or messages I have on the device, and I love the touch login for everything now.",5,2018-04-13 17:36:00
"374","Good phone","The IPhone 8 is a good phone. The small size and more GB than my I6s was an attraction to purchase. 
The phone is very similar to the I6s, except there are two speakers making the sound quality better when using the “loudspeaker”. 
The camera is supposed to be better, but I can’t tell the difference between that and the I6s. I wish it had a portrait photo mode that automatically blurs the background. Androids have portrait mode.",4,2017-12-21 07:51:00
"375","Hand held computer","My iPhone 8 has 256 GB of memory. The 1st Mac computer I bought had 1 GB? I find myself hardly ever using a cpu anymore because the iPhone is faster and more convenient!",5,2018-09-12 16:10:00
"376","Great Phone for a great storage","Very happy to possess this item. I can't wait to offer it as a gift to my significant other.",5,2019-02-25 00:03:00
"377","Love Apple products","I upgraded my IPhone 7 to this IPhone 8 & I love it. I was able to use the same case which was great. Works awesome & would highly recommend it.",5,2018-11-07 13:04:00
"378","Nice upgrade from my iPhone 4","Price was right, ordering it on line was a little tricky..",4,2019-08-17 05:37:00
"379","Good phone","Upgraded to iphone 8; basic and just what I need without too many bells and whistles.",4,2019-07-13 02:52:00
"380","Iphone","It is a great size for handling. I never go anywhere without it.",5,2019-04-17 17:12:00
"381","works as advertised","The usual annoyances with learning a new phone but so far it has done the job. Worth paying extra for apple. That is yet to be seen.",5,2018-11-30 17:50:00
"382","iPhone 8","The iPhone 8 has been great so far. Upgraded from the 6S and have to say the updates have been noticed. Screen resolution and response has been the initial noticeable difference. As I go through the phone, I know I will find out more than has been a plus with the upgrade.",5,2017-12-01 13:33:00
"383","Love!","I love this phone!!!! It works all the time, not slow at all! I am bummed, however, that they did away with the 128 gigs. That seemed to be the most popular, so I don’t know why they didn’t give that option for the iPhone 8.",5,2018-04-18 17:54:00
"384","good phone","I am not an apple guy, I bought the phone for my daughter and it is really good, she loves it. However, if you play games and watch videos, battery life is not great.",4,2019-03-21 06:06:00
"385","Loving it.","I'm a first-time iPhone user & I'm having a great time. The people at Best Buy are so helpful.",5,2019-02-15 19:23:00
"386","Best iPhone with touch ID","I prefer iPhone with home button, so iPhone 8 is my only choice. I like it",5,2019-03-26 20:05:00
"387","Durable phone and great price","I purchased this phone for my daughter. She loves it! Great phone and with the monthly payments is affordable!",5,2019-01-13 07:11:00
"388","Love my new phone","Upgraded to IPhone 8 and so far am very happy. Adjusting to small differences with help from my tech support- my daughter",5,2018-12-19 17:56:00
"389","iPhone 8","Great phone, hate that it doesn’t have the camera features like the plus which is a shame. Personally I was waiting for the SE2 to come out. The phone is a bit big for my taste but it will do. Basically has same features as the iPhone 6...so not really an upgrade just forcefully upgraded due to Apple phasing out the oldies.",4,2018-07-01 23:29:00
"390","I phone 8","I was excited to get my new phone, which was an upgrade from my 6. Is it better? Sure. Does it still have issues? Yes. The battery seems to run down quickly. Haven’t figured out why, yet. Plenty of storage space remains. May have to get a new battery. Have had almost 1 year. Thought the camera would be much better. Expectations too high? Maybe.",4,2018-05-23 21:34:00
"391","So far so good","This was my 16 year old son’s first smartphone received as a birthday gift. So far, he loves it.",5,2019-02-08 15:12:00
"392","iPhone 8 = iPhone 7","The iPhone 8 in my own opinion seems to have features very similar to the iPhone 7. No really big extra features. I was let down that the iPhone 8 did not come with the advanced camera features that the iPhone 8plus has. I do not like very large phones and I feel like I didn’t really get my money’s worth. If I had to recommend to a friend, I’d say hold of on 8 and get the 7 until the next 8se comes out in 6 months with more advance features.",4,2017-11-03 17:03:00
"393","Works great","Installed while we were getting our phone hooked up",4,2019-08-22 08:44:00
"394","Great color and thin design","I got the iPhone 8 for my son. He's really liked it and has great pictures.",5,2019-03-20 17:18:00
"395","Love it","This is probably iPhone number 6 for me and it’s the best one yet. Love the wireless charging.",5,2019-02-10 12:46:00
"396","Apple is consistent","Purchased as an upgrade for a parent from a earlier iPhone model. Everything works great and they are very happy.",5,2019-01-01 15:46:00
"397","Great Iphone","I have had the iphone since it came out in 2007 and have always been a fan. got this 1 for the kids and the X for my wife and myself. love the picture quality and the sound that comes from the phone it is even better on the X and it is so fast. Truly one of the best.",5,2017-11-27 09:51:00
"398","Great Deal","This phone is such an upgrade to the 6 that I had without having to pay the enormous price for the X. Additionally, Best Buy had an amazing deal when I made this purchase. Couldn’t be happier.",5,2018-06-29 13:58:00
"399","My Favorite Smartphone","This phone is such an upgrade to the 6 that I had without having to pay the enormous price for the X. Additionally, Best Buy had an amazing deal when I made this purchase. Couldn’t be happier.",5,2018-06-29 13:57:00
"400","better than the last","i like this phone better than my last iPhone which was big and bulky..however is sometimes freezes so i will discuss this with Best Buy and Apple this week",4,2019-03-30 07:56:00
"401","Speed","This is replacing my wife’s iphone6 s. I can definitely tell the difference in speed. Much faster processor. Other than that you can’t really tell the difference. The wireless charging is cool too. I have a Lexus NX sport and it had the iq charger in it but charges slow.",5,2017-11-10 12:28:00
"402","Phone is Excellent","We purchased this for my Dad for Christmas. He was due for an upgrade but didn’t want the latest and greatest.",5,2019-01-04 12:48:00
"403","Good phone","I replaced an old iPhone and found this to be a good replacement because of size (I carry in pocket) and performance!",5,2018-12-20 08:04:00
"404","Nice phone","Nice phone, def an upgrade from my 5S.. a little heavy. I opted for the 8 because it is s little smaller than the iphone X.",4,2019-05-13 12:35:00
"405","Works Well","I like this phone. It's my first iPhone, so the change from Android takes some getting used to, but the more compact size is great and everything seems to work like it should. The only drawback is the cost.",5,2018-05-16 17:40:00
"406","Temperamental","Do I love my phone? No....Do I hate my phone? Well I do occasionally call it names. It’s smaller than a iPad and it fits in my jeans pocket so I do appreciate that! I probably need to spend more time with it instead of just sticking it in my pocket. However, does Siri really speak English or do I have a speech impediment?",4,2018-06-20 21:57:00
"407","Good phone","While certainly not the newest model of iPhone at this time, this one does the trick. The camera takes great pictures and I’ve had no issues with my phone.",5,2018-09-20 18:18:00
"408","iPhone 8 - super nice","Love my new phone. Just wish I didn’t have to reset all of my ringtones etc. 
I bought Apple Care extended warranty a week later after my husband had a second accident with his phones. 1st phone & 2nd phone are toast.",5,2018-04-07 15:44:00
"409","A Thing of Beauty","I thought my iPhone 7 Plus was Pretty.... It it is, but my new red iPhone 8... It's truly flawless! Sleek all red glass body with a clean black screen. All this and the quality we love that is iphone. Love it!",5,2018-05-01 22:50:00
"410","Nothing new to see here","I upgraded from the iPhone 6s and there really isn’t much new to this one. It has the wireless charging capability, which is cool, but everything else is essentially the same. That’s not a bad thing since the 6s was very good but there aren’t really enough improvements to make it worth the upgrade u less you are having issues with your current phone and need something new. It’s a great phone though.",4,2018-01-10 12:58:00
"411","iPhone 8 Rocks!","What a great improvement from my iPhone 6. Everything runs so much faster & smoother!",5,2019-02-20 20:59:00
"412","Good phone","This phone was purchased to upgrade a iPhone 6.  Not much difference other than more memory.",4,2019-06-22 06:02:00
"413","New iPhone 8","I love the faster speed on the iPhone 8. I'm still figuring out some things, but one thing I've noticed is that it doesn't keep my picture or sounds assigned to a contact. I've had to go in and update the same person twice now.",4,2018-11-30 14:29:00
"414","Love it!!!","I upgraded to this phone from a 5S. It was such a great move! Couldn't be happier with the purchase.",5,2019-01-18 11:18:00
"415","As expected - no complaints","Got this for my wife to replace her old IPhone and she loves it -- especially the upgraded camera images and extra storage.",5,2018-11-29 00:30:00
"416","Great Phone but...","I upgraded from an iphone 5 to the 8. I got the 8 and not an 8+ because of the size of the phone. The 8+ is too big for my hands. I wish I could have the option to updated to some of the features of the 8+",5,2018-05-07 11:40:00
"417","Great buy on this phone!","My husband needed a new phone but was very picky about the size of the phone he wanted. This fit the bill and he loves it!",5,2018-11-30 16:12:00
"418","iPhone Red 8","This is a great phone. And so many people comment with interest at the red housing. I'm happy I picked it. It raises money for a great cause , cost the same as non red ones, and is special and cool.",5,2018-05-26 01:34:00
"419","Seems great","So far so good. No issues with product and getting back up done. Just wish it could have been done on site",5,2019-01-04 12:47:00
"420","Great phone!","I love my iPhone. This is a perfect amount of storage since I never delete anything. I never have trouble with this phone.",5,2018-11-29 12:56:00
"421","Right size","Upgraded from iPhone SE/ Samsung J3 (was using interchangeably). Size is roughly same as J3, but didn’t like Android. Chip is very fast; plenty of memory.",5,2018-09-14 17:04:00
"422","Very Pleased","I am very pleased so far with my purchase. Love the way it takes pictures , and The other functions I have used so far. Still exploring.",5,2018-10-27 08:20:00
"423","Great phone","Its a great small phone that can fit on my tiny purses.",5,2019-04-17 18:26:00
"424","Love my iPhone 8","Great phone. Fast setup and quick purchase as bestbuy",5,2019-04-20 21:52:00
"425","Great phone","It was for my son, he is so happy with it. The people in the store were very helpful.",5,2019-02-15 18:06:00
