"","Heading","Text","Rating","Time"
"141","Love it!!","The color is stunning and I love that I have a big screen again! If you aren’t really I to the camera features I’d say go with the iPhone 11. I only opted for this one for the bigger screen. Overall I’m really happy with my new baby.",5,2019-10-18 18:48:00
"142","iPhone 11Max pro","I love my new iPhone! I’m so glad I bought this phone. It is awesome! It is easy to use! I can’t believe it waited this long to upgrade. Thank you!!",5,2019-12-06 16:46:00
"143","Easy to use","Purchased as a Christmas gift and enjoying the ease of using this phone and great camera all in one.",5,2020-01-03 15:29:00
"144","Love it! What I wanted!","I recently bought the XR but it never felt quite right. I checked out the 11 and loved the camera. Really loving the new phone.",5,2019-10-18 23:28:00
"145","This is an Upgrade","This is the first upgrade in years (we get new phones every year) which truly feels like an upgrade.  The new iOS is great, and the cameras are amazing.  Plus, with the waterproof feature we feel safer with our phones around the pool and our toddler.",5,2019-10-05 19:09:00
"146","Great size","Everything you can do on your iPad you can comfortably do on the 11Pro Max. It’s just not as bulky as carrying an iPad.",5,2019-12-20 16:22:00
"147","remarkable","great phone! great screen size compared to my old XR ! definitely recommend",5,2020-01-16 05:34:00
"148","Awesome","My son loves iphones and said this is the best hes ever owned",5,2020-01-24 16:15:00
"149","Great Phone","I had the iPhone XMax. Both phones are great. I choose to upgrade because of the camera. I record a lot of videos and take pictures. I am a coach. I like the extra angles and editing capabilities.",5,2019-11-02 07:49:00
"150","Love it! I","Whenever buying a cell phone I always purchased one that has what I feel is the best camera. This time Apple got it right",5,2019-12-17 20:26:00
"151","An exceptional iphone","I love the bigger screen.  The cameras are awesome.  You would never know that a picture was taken in a dark room.  The battery life is unbeliveable.  Very happy with my upgrade from a 6s plus.",5,2019-11-03 08:18:00
"152","Wife's Christmas present","My wife needed a new phone so I suprised her with this for Christmas.",5,2020-01-18 07:28:00
"153","Switched from Samsung","I just switched from Samsung to this iPhone and am happy that I did.  It works great.  No complaints.",5,2019-12-27 15:19:00
"154","Nice phone","Nice phone..finally ckmpetes with the Not 10s pictures..",5,2020-01-24 17:59:00
"155","great phone","I love the new Apple . i had the 8 plus and it was time to upgrade,",5,2020-01-17 17:11:00
"156","Beautiful IPhone 11 Pro Max","Coming from an iPhone 6s Plus, this is a huge upgrade. The camera speaks for it self. Absolutely amazing photos and videos. Battery is also incredible, last me two day. No regrets what’s so ever at all with this phone.",5,2019-10-15 19:15:00
"157","Great new phone","So far Apple has seemingly improved an already great phone.   Upgraded from a XS max that I really liked for the the new camera.   I love the ultra wide angle lens.   It is super fast and seemingly has better call reception.",5,2019-10-11 16:06:00
"158","Amazing phone.","Could not be happier. Upgraded from an iPhone 8 Plus and the difference is night and day. Simplicity and additional features as well as the expanded camera capabilities are as advertised. Exceptional.",5,2019-10-26 07:53:00
"159","Fantastic iPhone","Best iPhone ever! I’ve been a Apple person for a decade and this by far is head and shoulder above. Camera is super crisp and easy to use. Speed is above average and batter lasts all day. 
Apple you are the gold standard!!!",5,2019-10-11 23:14:00
"160","Great phone","I love my iPhone 11. It was a very smooth transaction with great help from sales person.",5,2020-01-03 15:22:00
"161","Great phone","Replaced the iPhone 8 with this one.  Love it so far.",5,2020-01-25 17:22:00
"162","Camera cell phone!","This is a good camera cell phone that can do a lot and if you know Apple you know you’re dealing with the best! I like the color I like the style of the phone and I definitely realize that this phone has different options.",5,2019-10-11 17:47:00
"163","Great but not perfect","Camera is by far the best feature, however I never understand why they make the lens protrude from the phone. I wish they sat flush so that a case could better protect them.  Battery life is decent if you do your part and adjust background apps, brightness etc.
Have been a loyal Samsung note customer for years, and this is my first iphone in quite a while.  Have not regretted the purchase.",4,2019-10-28 07:35:00
"164","I love it","Some of you may be asking, “if you love it so much, why don’t you marry it?”. Well I’ve been asking myself the same thing lately. It may be a fear of commitment, I’m not sure but I am working on it.",5,2019-10-25 16:22:00
"165","Great phone","Phone is very reliable. Has many great features. A little pricy.",5,2020-01-17 16:15:00
"166","Great phone","Got this phone for my husband. His first Apple iPhone, he loves it.",5,2020-01-15 16:33:00
"167","Great phone","I love this phone it’s taking a little bit to get to learn how to use it but it’s fun",5,2020-01-03 17:21:00
"168","Love it","Can’t get enough of this phone 
It’s big and doesn’t even crack",5,2020-01-17 17:12:00
"169","Great platform, camera, and battery life","First Iphone I have ever used it has really impressed me with the speed of iOS. I am also greatly appreciating a phenomenal battery and extremely useful camera setup. After extensive research I’m glad to have made this purchase.",5,2019-10-04 23:05:00
"170","A great choice,","So glad I got the IPhone 11 ProMax. It is so easy to use. Still learning all of the features. All of the pictures are so sharp and clear. Easy to maneuver around and change screens.",5,2019-11-02 15:14:00
"171","Its an Iphone","Well its an IPhone so you already know its quality but I am a Galaxy user with 5G capabilities, so IPhone you need to step up your game. Galaxy has more detail in the pictures but Iphone seems to have a more vibrant color.",5,2019-10-07 05:41:00
"172","Great color, camera system!","Best iPhone on the market worked well with my carrier! Just one step back that i must wait 60 days for my phone to be unlocked through Verizon wireless so! I guess due to fraud i was told! So overall it’s a great phone for all occasions!",5,2019-09-27 15:44:00
"173","Love the phone","Love the iphone the only thing I would change would be able to get free ringtones.",5,2020-01-03 16:23:00
"174","great software","wonderful phone all around. Easy to use no glitches.",5,2020-01-23 00:18:00
"175","Upgraded from 10","My husband upgraded my phone for me for Christmas, love it!",5,2020-01-17 16:59:00
"176","Great Phone !!","Phone camera is excellent!! Impressive night mode which I believe iPhone users have been waiting for a long time for.

This will improve the qualit of pictures taken at night or low light environments.",5,2019-10-18 17:55:00
"177","Love my New Phone","I had always been an Android user, but I am loving the switch to an iPhone.",5,2020-01-07 06:45:00
"178","My favorite iPhone yet","So the night mode and close-up portrait camera are reason enough to love this phone but there are plenty more.",5,2019-12-15 16:10:00
"179","Amazing phone","Amazing phone.  Much faster than my old Ipone 6plus. My first charge lasted 4 days. It takes better pics and is very user friendly.
The Best Buy buying experience was incredibly easy and smooth.",5,2019-10-22 15:39:00
"180","Great way to take pictures","I had thought getting the 11 pro max would be to big of a phone to carry around, after having this phone for almost a month I have adapted to it so well, that grabbing my old phone seemed as I was grabbing a toy",5,2019-10-11 18:02:00
"181","Best battery life in a phone, ever!","I love the camera and screen size. This phone makes taking photos easy, no need to take 3 of the same pose ever again. Best thing about the phone is the battery, long lasting and dependable for long work hours.",5,2019-10-11 16:18:00
"182","Lots of power on a phone","Personally love the phone, the style, the color choice, and the camera is great in dark more I do a lot of editing on my phone so the GBs are perfect for my needs if anyone dose editing on their phone this a great choice",5,2019-10-04 19:45:00
"183","Easy adjustment from android to iPhone.","Got it for my husband. Loved it. Easy adjustment from android phone to iPhone.",5,2020-01-03 22:51:00
"184","Wife loves it.","Well Santa did good this year.  My wife loves her phone, and would not trade for “nutin”.",5,2019-12-27 16:45:00
"185","Love it","Great phone.  Love this phone and the features.  Thank you!",5,2020-01-15 16:30:00
"186","Amazing!","I love this phone! The pictures you can take are just amazing! I keep finding new/different things I can do with it. I’ve been an Apple person for 6 yrs and they just keep getting better and better",5,2019-10-17 21:11:00
"187","Great","I upgraded from my apple 7 plus. I liked the 11 for the price. Decided to buy the max for the size and screen quality. I did not like the 11 pro over the 11. For price the 11 is the better choice.",5,2019-10-17 18:13:00
"188","upgraded","I purchased this phone because i cracked my other one and also it was time for an upgrade.  It took some time to get used to the new technology and i'm still learning.  Great quality.",5,2019-10-25 15:40:00
"189","New features","Love camera
Once you get us d to no home button it's great",5,2020-01-14 19:43:00
"190","Easy phone to use","This only took a small amount of time to get comfortable using.  It takes great pictures and has been very reliable.",5,2019-12-06 22:13:00
"191","iPhone 11 Pro","Good quality phone you can't go wrong with a  iPhone",5,2020-01-17 16:37:00
"192","Great Camera Great Battery Life","When Apple first announced the new iPhone, I had very little expectations. But I was pleasantly surprised by the large increase in battery life, in addition to how much better the new camera is.",5,2019-10-15 20:58:00
"193","Good Phone","The phone in itself is a Great phone if it works as it is supposed to operate. My device unfortunately has an issue with the Volume. I’ve taken it to the Apple Genius Bar. I’m going to need to go to Best Buy so they can check it on their end.",4,2019-12-16 14:51:00
"194","fantastic iPhone","By far the best iPhone I have used with excellent specs and camera. And the color is new and I love it",5,2019-12-14 20:13:00
"195","New iPhone Great","This is even better than I thought it would be. Cameras are fantastic and the midnight green looks even better when you see it.",5,2019-09-21 07:46:00
"196","Great phone!","This phone has all the features I was looking for and more. So glad I made the decision to upgrade.",5,2019-12-15 14:09:00
"197","Awesome","Lobe the phone but it isn’t much different from the last model.",5,2020-01-07 18:01:00
"198","Great product","Awesome phone and love how best buy employee helped with all my needs",5,2020-01-03 15:49:00
"199","Great phone","Got The I phone and love it and love the way I was treated at Best Buy they explain everything to me",5,2019-12-13 16:02:00
"200","Expensive, but worth it","Great phone!  Best Buy is a great place to purchase your electronic equipment",5,2019-12-28 14:56:00
"201","Love it as an upgrade from the X","Love this phone! The camera is amazing and it is larger than the X. I missed my 7+ when I got the X and now this is both in one. Fast and the battery lasts an insane amount of time.",5,2019-10-19 16:54:00
"202","Husband seems to like it","His pictures look nice, but not quit as nice as my Samsung s10 5G phone. He likes the apple world. I am writing review as he never does these things and BB asked me to write one to earn points.",5,2019-10-11 16:07:00
"203","Love it","Awesome awesome pictures
Even in the dark

Battery lasts pretty long. But I have been playing a lot with the options being that I just got it 
So I’m sure battery will last longer after the new wow effect wears off",5,2019-09-27 16:08:00
"204","Great cell phone","My first IPhone.  I expected to have a major learning curve, but there are a lot of tutorials for learning features.  Great cameras!!  Love the long battery life!!  Pricey",5,2019-10-25 15:24:00
"205","Great camera nice move from iPhone 7plus","Great new offering by apple.  Waited almost 3 years to get a new iPhone and am glad I did it!  The camera is so worth the upgrade, and the added 512gb capacity is a must if you shoot 4K video",5,2019-10-11 17:19:00
"206","Great quality!","I got my new iPhone today. It is lighter and has such great qualities. I love it every time I get a new phone.  The speed, features and feel are great!   Thanks Best Buy, for helping me to purchase and set up my new phone.",5,2019-09-20 18:10:00
"207","Best iPhone Ever","If you haven't upgraded yet, do so immediately!  Well worth the extra cost as the camera is phenomenal.  The max data storage model we got ensures I will never run out of space.",5,2019-10-20 18:02:00
"208","Awesome battery","This battery is awesome! I’ve had plenty of phones in the past but this one puts them all to shame. It seriously lasts all day long without worrying about a charger. The camera is amazing as well!",5,2019-10-07 20:06:00
"209","Solid, great camera","camera on iPhone 11 pro makes purchase of camera worthwhile.  The phone feels solid, well made.  Expensive, but I have no remorse purchasing phone.  The only hesitancy I had buying phone is because it lacks 5G.",5,2019-09-27 21:22:00
"210","Pro Max","First time owning a Max Phone.  Love the bigger size and the three camera's on the back.  All the different options on the phone are very cool.  Still finding my way around camera.  Would recommend phone to anyone.",5,2019-09-24 20:42:00
"211","Great pics and phone overall","Love love love! Had the iPhone 7plus, and I do recommend this phone .  Takes quality pics. Still getting used to face recognition, but overall worth the $$$",5,2019-11-01 18:47:00
"212","Finally","Finally an iPhone for me lol, I’ve been saying for years that I wanted a dark green aka this midnight green it is amazing in every way especially with iOS 13.1 And the cameras are great. I could go on and on",5,2019-09-27 15:15:00
"213","Awesome phone","I love this phone. I’ve had an iphone for the last 3 years and will never go back to an android",5,2019-12-12 20:39:00
"214","Very crispy camera","I had a iphone 7 before I got this and wow is it a major difference in the camera quality and the reaction time. I have had no bugs or any issues with the phone also this is worth the upgrade.",5,2019-10-07 09:23:00
"215","Great and excellent iPhone 11promax","This iPhone 11 Pro Max es the best iPhone ha buy from bestbuy",5,2020-01-04 00:14:00
"216","enjoyable","Very happy with phone- it's quick, sharp and overall a pleasure to use.",5,2019-12-27 16:00:00
"217","iPhone is the best","This is my first IPhone I have ever owned along with dealing with a phone company. It has been great having my new phone. Would recommend it too anyone that’s looking for a new phone",5,2019-10-11 15:16:00
"218","great phone","great service and great phone works awesome, best phone ever",5,2020-01-03 19:52:00
"219","Nice upgrade","I was forced to get this phone after my other phone died from a drop. I really love this color. At first I thought it would be too muted, but it’s a nice Army green. And gives it a new sleek feel. The phone has a ton of new features, none of which I have tried, but I am excited to explore.",4,2019-11-15 15:37:00
"220","Awesome","Absolutely love this product. No issues at all. Love it",5,2020-01-06 15:39:00
"221","Great phone","Nice piece of machinery. Get yourself one today. Ok",5,2020-01-08 16:45:00
"222","Beautiful Phone","Finally upgraded from my iPhone 7 Plus, expensive but great phone, pictures are beautiful and the latest iOS runs well. Apple - why are you still selling 64gb phones - that is frustrating.",5,2019-10-05 06:25:00
"223","5Star Phone","Great phone have had several IPhones since there inception this one is hands down the best one yet",5,2019-12-06 15:52:00
"224","Love the phone.","Excellent buying experience.  Took care of transferring the phone at Verizon and ensuring all data moved from the old phone to new.",5,2019-11-13 12:17:00
"225","Helpful sales staff","Great phone and very helpful associate.  Would recommend both the iPhone 11 pro max and best buy.",5,2019-12-06 15:23:00
"226","Great Phone","Upgraded from a 7S+ so this is a real big upgrade. Camera is amazing, screen resolution is great & so far the battery life is what its suppose to be on a brand new phone.",5,2019-10-16 05:40:00
"227","Great product, price is the only complaint.","The iPhone 11 Pro Max is a great phone. The battery life has been impressive so far. I’ve gone two days with normal use on a single charge.  The camera makes taking photos a lot of fun and I enjoy seeing the reaction to some of the options in portrait mode. My only complaint would be the price, but it was my decision on which model to purchase.",4,2019-10-18 19:08:00
"228","Doesn't Get Better Than This","The iPhone 11 Pro Max is an awesome device. I don't want to call it a phone because it's more than that and the phone component is the least attractive part. The pictures it takes are stellar!  Better than any camera I have owned (Nikon, EOS Rebel, etc). No longer need a camera if you have an iPhone 11 Pro Max.  The battery life is great. I upgraded from an iPhone 6 Plus and find the face recognition along with a bigger screen to be a great feature. Apple made it super easy/seamless to migrate from my iPhone 6, everything transferred wirelessly. I'm also loving the swipe keys feature and all the other new updates now that iOS 13 is stable. It's expensive but you won't regret this purchase. Get the Apple AirPods Pro with it and your in heaven!!",5,2020-01-03 15:44:00
"229","Great battery life and snappy OS","Totally satisfied with this coming from the XS Max. Battery life is a huge improvement as well as the camera. Super wide needs some sharpening work for the next iteration but this will do for now",5,2019-09-27 15:16:00
"230","This phone is a game-changer! Great camera!","This is, by far, the MOST impressive phone I’ve had to date. It is so fast & responsive.  The camera is amazing & takes the most crisp & sharp pictures.  Highly recommended...",5,2019-10-11 15:15:00
"231","reliable smart phone","The phone is a great phone for someone that does not care about any customization. The phone works great and is reliable. The iPhone is a very easy phone to use.",4,2020-01-10 16:05:00
"232","Great new features","It’s been awhile since I’ve purchased a new iPhone. The set up and transfer of my data on my ills phone couldn’t have been smoother. Great phone, but a little pricey. 
All in all, very pleased",5,2019-09-29 08:49:00
"233","Great phone","Im loving my new phone! I would recommend this phone to everyone!",5,2019-12-27 17:34:00
"234","Love the Ultra wide angle lens","Battery life is way better than my old XS, the whole thing feels great in your hand. The matte finish really helps with finger prints and grip compared the slick glass backs of the other models.",5,2019-09-27 15:13:00
"235","Love it!","Love this phone! Very happy with my purchase! Great upgrade!",5,2019-12-31 00:29:00
"236","Camera is LOVE!","I recently upgraded from the the iPhone 10x Max & the differences are very noticeable. The camera is remarkably perfect. The speed of the iOS itself is even better! I love this phone!",5,2019-10-04 18:49:00
"237","Great phone","It’s definitely a great upgrade if you’re a apply user",5,2020-01-03 16:11:00
"238","Great phone!","I like it a lot! Really nice device! I recommend it",5,2020-01-05 16:21:00
"239","Great phone for what I do with it!!!","Loving the phone, only thing had to get use to was no home button but that only took a day!!!",5,2019-12-06 14:14:00
"240","Iphone","It is everything that my earlier Iphone was and more.",5,2020-01-03 21:59:00
"241","Love it","Great sales guy!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Loved the service",5,2019-12-27 18:06:00
"242","Great camera!","Phone speaks for itself. There where some problems switching the lines over. Employees went the extra mile getting everything up and running.",5,2019-11-02 07:21:00
"243","Great phone!!!","The iPhone pro 11 max is a great phone because it’s fast, easy to use and it looks great. It has a great camera to take great pictures. I’m very happy with this purchase.",5,2019-10-12 05:23:00
"244","Great phone!!!","The iPhone pro 11 max is a great phone because it’s fast, easy to use and it looks great. It has a great camera to take great pictures. I’m very happy with this purchase.",5,2019-10-12 05:22:00
"245","Feels like back at home...","Wife switched back to her IPhone and could not be happier. The IOS is user friendly and the camera gives her the results she wants in her photographic memories.",5,2019-10-19 06:49:00
"246","Works","My purchase of this phone has been uneventful. It is worth like my previous 10 X max. I bought this phone for his camera capabilities which is doing very well at.",5,2019-10-17 11:30:00
"247","Great Upgy","Features are really nice and easy to use. Data transfer was seamless across all platforms.",5,2019-12-07 06:35:00
"248","Phone is great","I love the ease of my new phone. The camera is amazing. All very user-friendly and easy to use. My info came directly from my cloud with no issues.",5,2019-10-27 10:29:00
"249","Apps move super fast","I love my new phone. The silver color has a chrome-looking edge around it. I thought I would hate not having a “home” button, but I really don’t miss it. The camera is great too!",5,2019-10-04 15:25:00
"250","Love the phone.","I like the size of the Pro Max. It is much easier to hold. Phone is fast and camera is wonderful. I need to work more with camera to appreciate all it can do.",5,2019-10-18 21:17:00
"251","Great upgrade from my Iphone 6 plus","I love the size of the screen and the three camera modes.  An amazing upgrade from my outdated iPhone 6 plus.  Still adjusting to some of the changes but has been easy to operate so far.",5,2019-09-28 15:23:00
"252","great camera","So far I'm really impressed with the battery and the camera. I went almost 2 days without charging the battery last weekend with modest use. The camera takes great pictures.",5,2019-10-07 21:25:00
"253","I'm Really Lov'in This iPhone 11 Pro Max","Trust me when I say that I have owned every iPhone made to date.  This one really takes the cake....!!!!!  The camera is absolutely AWESOME!!!!!!!",5,2019-10-26 14:32:00
"254","Excellent Phone","I am a big user of Apple products and was excited to upgrade. It has not disappointed.",5,2019-12-08 14:54:00
"255","Best iphone","Went from the iPhone X to this and love the upgrade. So much faster and better picture. I’m not much into cameras but the 3 camera doesn’t look as bad as I thought they would.",5,2019-10-04 16:17:00
"256","H E L L O !!!!","So far so good.faster than my xs max.haven’t had a chance to use the camera a whole lot. I thought this model was going to be a little bigger than the max, but it’s the same.",5,2019-10-04 18:01:00
"257","Amazing","This iPhone is the best!! I highly recommend this purchase!",5,2019-12-26 15:06:00
"258","Android to iOS","Moving from an android Samsung Galaxy S9+ to this new iPhone 11 Pro Max was a great call. Everything is nice an snappy and the camera shots are by far my favorite thing.",5,2019-10-07 08:23:00
"259","Great  iPhone","Awesome phone I highly recommended to everyone. Great features and it takes awesome pictures",5,2019-09-28 00:11:00
"260","The iPhone X perfected","I know a lot of people have complained that this could really be considered an iPhone XSs, but that’s totally fine with me. Everything just works, and the cameras are all incredible!",5,2019-09-27 15:48:00
"261","Best Phone Out","I upgraded from a 7 plus to the 11 pro max.. best decision i made. the camera is mind blowing and the phone is so quick. forget about androids apple will always be number 1",5,2019-10-04 15:19:00
"262","Love the camera","Love the camera the battery life is great,the oled  screen i love, the midnight green is a good color. Best buy people our great to work with.",5,2019-10-26 05:53:00
"263","MY SON LOVES IT, & HE PAID FOR 1/2 OF IT !","unbelievable WHAT THESE PHONES CAN DO NOW DAY'S. AND HOW MUCH THEY COST. GLAD MY SON WORKS LIKE I TAUGHT HIM AND PAY'S HALF",5,2019-11-08 15:34:00
"264","Takes great pictures, the battery life is awesome.","Love this phone love that I don’t always have to keep it connected to a charger. The camera is awesome just loving this phone",5,2019-11-06 20:30:00
"265","Great camera, great display.","I really like the size and clarity of the display screen. Fantastic resolution on the camera, with much improved lens operations for zooming and Playing with the depth of field.",5,2019-09-29 17:35:00
"266","Great phone","Not much of a difference between it and the X but love my phone",5,2019-12-22 02:50:00
"267","Awesome camera","This is a great phone one of the best iPhone has to offer the picture quality is amazing and the apps when you connect to a car stereo is amazing also",5,2019-10-18 21:28:00
"268","Great phone","It’s an IPhone that all I need to say best camera ever",5,2019-12-28 06:24:00
"269","The phone is nice.","I like the size of the phone. Easy to use and see.",5,2019-12-30 19:30:00
"270","iPhone is simply the best","The new stabilization in the camera is what got me wanting to buy this phone. No more shaky videos",5,2019-11-25 07:26:00
"271","iPhone 11","You let someone hack my Verizon account and buy this phone! Shame on you!",5,2019-12-13 16:35:00
"272","Well worth the money!","I upgraded from an iPhone X to the 11 pro max and I instantly fell in love with the larger screen, better battery life, and wide angle camera. 10/10 would buy again!",5,2019-10-06 16:27:00
"273","Great Phone","Apple has done it again. The Apple I Phone 11 Pro Max is the best IPhone I have ever had hands down and the camera system is just great the  best yet,",5,2019-10-17 16:28:00
"274","Great device","First time having a iPhone. Easy to use and Apple Pay is great.",5,2019-12-20 17:42:00
"275","Love iPhone 11 Pro Max","I upgraded from the iPhone 7 to the 11 Pro Max, it was time for a new phone and I love this phone. The color, the camera, the easy set up. It's all amazing.",5,2019-10-11 18:21:00
"276","Amazing phone","This phone is amazing.  Super fast. Camera is so clear. Fun features.  Should have switched from Samsung Note to iPhone sooner.",5,2019-11-01 15:39:00
"277","Best iPhone ever!","The speed of this new phone is insane! I had a 10sMax before and it not only is faster, but the battery lasts sooooo much longer! I’m in love simply said.",5,2019-10-12 10:10:00
"278","Good","Great product. Very happy. Will recommend !!!!!!!!!",5,2019-12-27 17:10:00
"279","As always apple is awesome","Apple is always and still the best out there.11pro max is #1",5,2019-12-20 20:22:00
"280","Nice phone","I have upgraded from an iPhone 8 and I’m very glad I spent the money and bought this phone. Still learning how to use it.",5,2019-11-05 08:13:00
"281","Yes!","I had the 6s plus from its launch and the home button was failing, I went in to get the 8 but decided since I keep them so long I might as well go all out",5,2019-10-11 15:25:00
"282","Great phone!","Apple never disappoints, would never consider another brand.",5,2019-12-20 16:29:00
"283","Awesome phone!","I switched to this from a Samsung and I don’t regret it! Apple has not disappointed!",5,2019-12-02 18:56:00
"284","Love It!!","I upgraded from iPhone 6 Plus and I have no regrets. I love it! I have and will continue to recommend this phone to whoever will listen.",5,2019-10-24 16:44:00
"285","Love  it","Love it but would be nice when you get the phone if instructions were available to those who did not have an X phone.  Several days before info started to come out to help",5,2019-09-27 22:11:00
"286","Best iPhone so far!","I purchased the new iPhone for my wife and I have to say it’s the best one so far in my opinion.",5,2019-11-22 19:17:00
"287","So far so good!!!","I am still learning the ins and outs but so far, really great! I love the bigger size, which is my main reason for getting this phone.  Camera is a plus!!!",5,2019-10-08 17:14:00
"288","Great Phone, More of the Same","I am really enjoying my purchase. This is my first Max iPhone and I find the size to be just right after being reluctant of the size. I am better able to type and carrying it around isn’t a problem. The addition of the new cameras are great (if that’s your sort of thing). The speed of the phone is awesome too. Overall very pleased.",4,2019-10-06 13:52:00
"289","Great phone","It is exactly what you'd expect from the flagship iPhone. So glad I switched back from android!",5,2019-11-22 17:39:00
"290","Absolutely love it!!","The cameras are awesome and it’s super fast! I’ve had it a couple weeks and I’m really impressed!! Highly recommend the 11 pro max!!",5,2019-10-25 22:05:00
"291","So far, so great!","Still getting used to the ""no home button"" way of doing things. The battery seems to charge faster and Last longer than in previous models. Haven't tried the camera yet.",5,2019-09-27 15:48:00
"292","Great phone","I had the XR for 4+ months and really loved that phone after holding off to update, my older iPhone 6. Well worth the upgrade from an iPhone 6, esp. since I do videography and photography as a paid provider. I esp. love the much longer battery life! Very impressed with video quality and to some degree, the photo images.",4,2019-10-11 16:21:00
"293","Great Phone","Hubby likes his new iphone, great xmas gift. Received a good deal.",5,2019-12-13 15:20:00
"294","Best iPhone Yet!!","Bought this after having the iPhone 7 for years and can’t believe how great it is!! My favorite feature is definitely the amazing camera!!",5,2019-10-19 19:51:00
"295","Good smartphone","I find the new features to be an improvement from last version and am happy with my purchase.",5,2019-11-22 15:20:00
"296","Love my new phone!!","This phone has exceeded my expectations. Really thought it would be like the rest but it’s way better.",5,2019-11-15 17:43:00
"297","Love it so far","Haven't had it very long but love it so far.  Takes great photos and has decent battery life.  Simple to use.  Love the facial recognition.",5,2019-10-18 15:45:00
"298","First time iPhone user","I have been an Android user for 10 years. I decided to conqueror something new. Great phone!",5,2019-11-22 20:34:00
"299","Great Phone","I am very happy with the new iPhone. I love the quality of this phone and the new cameras are great! I always get the gold color.",5,2019-10-25 16:36:00
"300","Her First IPhone","Not tech savvy but it’s easy to use, love the face time",5,2019-12-20 18:18:00
"301","IPhone","This is the fastest Iphone yet!  The battery is also great!  And I am so happy that I can take pretty pictures with it!",5,2019-11-01 16:41:00
"302","Super duper","3 cameras I’m going to put photographers out of business! Thanks Best Buy for the hook up!!",5,2019-11-22 21:30:00
"303","Apple does it again","Fast. Beautiful. TREMENDOUS!
Not cheap. But if you utilize the amazing features, including the awesome camera, it will be a good value for most.",5,2019-10-13 09:54:00
"304","New iPhone 11 Pro Max is the best!","I am just loving this new phone! Everything set up will transfer it from my old phone and things are faster and the camera is amazing!!!",5,2019-10-19 08:27:00
"305","Great update. Camera is amazing","Very impressed with this update to the iPhone line up. The camera takes spectacular pictures. Very easy to update from iCloud. Very glad I made the switch.",5,2019-10-04 17:33:00
"306","LOVE IT!","Love this phone!  The camera is amazing! I really like the edge to edge screen and the facial recognition feature.",5,2019-11-04 11:23:00
"307","Great everything","I had an iPhone 6plus for a long time and I thought it was great, now with this one I can do so many more things and the pictures and videos are excellent",5,2019-10-04 19:00:00
"308","Best phone I’ve ever had","Best phone I’ve ever had, hands down. A+ in every category.",5,2019-10-16 18:55:00
"309","My iPhone","Picture clarity exceed my expectations. New color with lens design is totally different. I love my iPhone 11 pro max.",5,2019-11-01 19:16:00
"310","Nice","Great Phone! I like it much better than my Samsung Galaxy.",5,2019-12-16 20:38:00
"311","iPhone 11 Pro max","Love this phone and can’t get enough of it, I highly recommend this product!",5,2019-12-02 23:38:00
"312","thomas","great new iphone..love all the features.  so happy i upgraded",5,2019-12-13 23:19:00
"313","Great iPhone 11","Great iPhone 11, excellent value and great service.",5,2019-12-20 15:58:00
"314","Amazing phone","Got this from the iPhone 8 Plus and I’m never looking back! It’s a great phone and the camera is totally worth it!",5,2019-11-01 15:35:00
"315","Great phone durable","Many new features, great battery life. Wish it can in white",5,2019-12-13 17:24:00
"316","Great phone","Love it! Best iphone that has come out so far. Best Buy has great customer service",5,2019-11-25 12:13:00
"317","Best iPhone ever","Man I really love this iPhone 11 pro max in every way.  The camera, battery life and design is so nice. Phone feels really good in your hands with no case.",5,2019-09-29 06:58:00
"318","Excellent product","Battery life is better than previous versions.
Camera is a lot better with wide angle. telephoto and night shooting",5,2019-10-30 12:08:00
"319","Excellent Battery Life","Went from an iPhone 6 plus to this... huge battery life improvement.
Very responsive.
Screen is great!
Miss the headphone jack...",5,2019-10-19 12:48:00
"320","Good phone","The kids love the I phone products and never had a problem",5,2019-12-13 18:36:00
"321","Iphone 11 Pro Max  a great phone","This Iphone has hit all the marks. Not only a great phone but the pictures are amazing. A must have if you love taking pictures and selfies",5,2019-10-11 15:41:00
"322","best one yet","the cameras on this iphone are flawless. there’s a dark mode on the phone along with night mode for dark lighted cameras!",5,2019-10-25 17:00:00
"323","Phine","Takes great pictures and is what my son wanted for his latest phone",5,2019-12-06 16:59:00
"324","Great product","This is my fourth iPhone  I love iPhone and I continue to use it",5,2019-12-08 20:57:00
"325","Great","So far so good.  Hope it continues to live up to expectations. Camera is good battery seems good but it’s still a new phone we will see in about 1 1/2 yrs",5,2019-09-29 07:22:00
"326","Great on battery","Went two days without charging my phone. After being on my phone for ten hours straight in one day. Went the next with half a battery bar on the second day.",5,2019-09-27 15:57:00
"327","Amazing pictures","If you’re into talking great pictures this is the phone for that. Among all the great things an iPhone can do.",5,2019-11-02 17:25:00
"328","Best phone in the market","Best phone in the market The color Midnight green it’s beautiful I technology and camera phone recommend this phone to everybody kind of pricey but worth it",5,2019-09-27 15:30:00
"329","Awesome","Great phone. Best upgrade from iPhone X. Thanks to Best Buy. Otherwise I would have to wait till Christmas to get this phone through Apple",5,2019-10-11 16:29:00
"330","Best iPhone ever","Once I got used to the new features of the camera, this is the best iPhone camera yet. There are so many new options I’m going to really enjoy this phone.",5,2019-09-28 21:58:00
"331","Great phone","I love my phone camera is the best it’s the best phone I’ve ever had face reconnections works in the dark wow",5,2019-11-02 12:02:00
