"","X1","Heading","Text","Rating","Time"
"466",466,"Great","Great phone great phone if. You like a big screen and big screen",5,2019-11-23 04:34:00
"467",467,"Love it!","Will not go back to android after having an iPhone. Love the updates and easy to use.",5,2019-11-03 10:53:00
"468",468,"Still getting used to different features.","Still getting used to the upgrade.  Was not aware that previous apps/alerts would not automatically transfer.",4,2020-01-04 19:00:00
"469",469,"Great","Service great , the stuff helps everything you need to make the purchase happen. but really takes too long!",4,2020-01-05 23:31:00
"470",470,"Love it!","It took me a little bit to get used to all of the features on this phone because I came from an 8 plus.  But now I love it!",5,2019-09-27 16:09:00
"471",471,"Great","I absolutely love my new phone the camera is so much better than my camera on my 6s plus that I had before getting this one",5,2019-09-27 15:20:00
"472",472,"Good Value","Latest iphone which is the same size as iphone 10. Great color selection and camera is great.",5,2019-10-25 15:13:00
"473",473,"Great phone","Concerned about the larger size compared to my last phone. But I have adjusted and like the larger viewing screen.",5,2019-10-05 08:12:00
"474",474,"Wonderful phone.","Wonderful upgrade from my IPhone 5.  Larger screen.  Very easy to navigate.",5,2019-11-08 20:37:00
"475",475,"First iPhone for my wife","My wife wanted to get a new iPhone and watch, she got both the same day and she is loving it.",5,2019-10-22 14:19:00
"476",476,"Great phone","Upgraded from iPhone 8 Plus to the 11. Best Buy Hickory was awesome to work with for the upgrade.",5,2019-10-18 17:28:00
"477",477,"Great phone","Upgraded from iPhone 7 Plus to the 11. Best Buy Hickory was awesome to work with for the upgrade.",5,2019-10-18 17:28:00
"478",478,"Learning all the new features","It’s an iPhone so it’s quality!!! Still learning the phone but love everything about it so far.",5,2019-10-20 13:53:00
"479",479,"Only had a month","After a month no issues and works as advertised. For the price hope it last",5,2019-11-08 15:43:00
"480",480,"Beautiful Phone","My son loves his new phone. Loves that there is no home button. Everything is swipe controlled.",5,2019-10-20 08:31:00
"481",481,"It’s an iPhone","What can you say it’s an iPhone. The cameras are really good on this 11 and it is a good phone.",5,2019-10-19 18:47:00
"482",482,"Awesome Impro to my iPhone 8","The screen is much brighter and the batteries last a lot longer.   The new camera is also a great improvement.",5,2019-10-04 16:29:00
"483",483,"Great phone - a little big","This phone is an upgrade for my wife’s 5S. She likes it but complains it’s a little too big in her hand.",4,2020-01-03 16:51:00
"484",484,"Nice phone","Little pricey, but solid upgrade from iPhone 8.  Staff was helpful during set up.",4,2020-01-18 13:49:00
"485",485,"The camera was wonderful","I went from the iPhone 8 Plus to the 11 and it was the best thing I’ve done. Hands down amazing phone",5,2019-10-11 16:17:00
"486",486,"Great phone","Great phone with great camera. It takes really sharp videos.
Also easy to update its software",5,2019-10-18 16:46:00
"487",487,"Great phone!","My son really loves this phone.  It was a nice upgrade for him!!",5,2019-11-15 15:15:00
"488",488,"Very good phone","Easy to use great battery life would not have a problem buying another one if I needed another phone",5,2019-10-11 17:26:00
"489",489,"Great camera","Just like the x but better and longer battery life got this for my Daughter and she loves it",5,2019-10-19 12:13:00
"490",490,"Awesome Battery Life!","Battery life is great compared to a IPhone 7 or 8! Face recognition way better than type finger print home button!",5,2019-09-27 15:53:00
"491",491,"New iPhone","Great iPhone apple is doing a good job as usual. Got this for my sister for her birthday and she loves it.",5,2019-10-04 15:28:00
"492",492,"Great upgrade","Bought this for one of my twins. She loves it and is constantly showing me the new features.",5,2019-10-18 08:31:00
"493",493,"New phone","I love this phone! It’s easy to use, great camera, pretty color, and love the long battery charge!",5,2019-10-12 09:04:00
"494",494,"Nice phone","Upgraded from an iPhone 6s. Battery lasts way longer and the cameras are nice",5,2019-11-01 17:15:00
"495",495,"Don't miss the home button","I was hesitant to upgrade because I like having the home button but i realized quickly I don't miss it.",5,2019-10-06 16:52:00
"496",496,"Great phone","Works amazing, would buy again, easy to use phone I like everything about it",5,2019-11-01 18:29:00
"497",497,"New iPhone","Got this for my wife she loves the new colors  coming from iPhone X so good upgrade. Camera are amazing",5,2019-10-06 04:31:00
"498",498,"Easy to learn and good product","Switched from Android to an Iphone, and it has been easy to setup and use.",5,2019-11-03 10:11:00
"499",499,"Got this for my son","Upgrading from iPhone 6s+.  What a huge difference.  So much faster and loaded with new features.",5,2019-10-11 20:20:00
"500",500,"Love it!","Upgraded from an iPhone 6s and it was definitely worth the money!",5,2019-11-11 19:16:00
"501",501,"Love the iPhone 11!","I went from the XS Max to the 11 and I couldn’t be happier! I love the screen size and all the color choices!",5,2019-09-27 15:55:00
"502",502,"Awesome Phone","This is a mini computer in your hand and also has a great camera .",5,2019-11-08 18:21:00
"503",503,"Great iPhone!","Everything I expected and more. Really happy with Best Buy and the phone!",5,2019-11-01 15:36:00
"504",504,"The switch","I went from android to iPhone and I love it the color purple is beautiful",5,2019-11-01 15:13:00
"505",505,"I like not having a home button.","The phone is a good size with a great camera. I like swiping, it’s much quicker.",5,2019-10-25 15:19:00
"506",506,"Apple 11","Do like the changes Apple has made! Staff was helpful with answering questions.",5,2019-10-26 05:53:00
"507",507,"Nice Phone","So far so good ......no issues yet ...............",5,2019-11-23 07:34:00
"508",508,"Very upset","I purchased this new iPhone 11 for a surprise Christmas gift for my daughter. I specifically did not have 5he phone activated for that purpose. As soon as I bought the phone my daughter received a message thanking her for her new purchase of the iPhone 11. This has ruined My surprise and Christmas for me. I believe something should be done. If you would like to co tact me you have my email.

Gordon Parker",3,2019-12-13 20:46:00
"509",509,"great phone","iPhone 11 great phone , great camera , it is a good product",5,2019-11-13 21:39:00
"510",510,"I love this phone so much! S","SO MUCH BETTER THAN THE 6s PLUS!! I love the camera it’s amazing",5,2019-11-08 17:34:00
"511",511,"Stylish phone. Nice features","Bought this phone for my 13yr old son. He loves it. I’m going back and upgrading to one from my iPhone 7.",5,2019-09-28 07:44:00
"512",512,"Not exactly what I expected","Bought the iPhone 11 because the battery on my 6s required constant charging.  I haven't let it drain completely, but I had it fully charged and it went down to 75% overnight.  Seems excessive.  Also took some time to get used to not having the home button.",3,2019-10-18 19:10:00
"513",513,"Very nice iPhone","My daughter wanted a new phone for Christmas. She was using the 6S, so this was quite an upgrade. So far she is very happy",4,2019-12-14 06:18:00
"514",514,"Great phone","Great phone great price takes great pictures worth every penny",5,2019-11-09 19:57:00
"515",515,"Love the Phone","I love the improved battery life.   A great upgrade from the IPhone 6.",5,2019-11-01 19:09:00
"516",516,"Great camera","Good store great people great service good selection bad location good prices",5,2019-10-25 15:43:00
"517",517,"Been great!!","Very happy with  my purchase.  Happy to have more color choices11",5,2019-11-06 10:44:00
"518",518,"iPhone 11","I love the color of this phone. Fits in my hand and the quality of the camera is so great!",5,2019-10-11 17:12:00
"519",519,"Beautiful color!","My friends gasp when they see the cover and always say how beautiful.it is.",5,2019-10-26 09:02:00
"520",520,"Great Phone","Great i phone.  great camera and very easy to use.  Gets hot while streaming for long periods of time",5,2019-09-29 09:35:00
"521",521,"Great upgrade from 6s plus","Upgraded from 6S plus and am very happy. I don't upgrade often but the camera is amazing.",5,2019-10-11 15:16:00
"522",522,"Great","Easy to learn and use. Compatible with the iPad i use.",5,2019-11-15 17:16:00
"523",523,"Its an apple. Yay.","Not an extremist, good phone, not phenomenal.  Glad i finally updated.",4,2020-01-17 23:21:00
"524",524,"Great color options.  Very powerful phone.","There is no round button on the bottom.  I kind of miss it.  This phone has a bit of a learning curve, but it is so powerful. The camera is phenomenal.  I got the red phone.  Everyone keeps telling me they want red too.",4,2019-10-04 17:58:00
"525",525,"Great new phone","Great color great phone! I love the speed of this phone and camera!",5,2019-11-01 20:00:00
"526",526,"Great buy!","Love this phone. I recommend it to everyone who asks!",5,2019-11-15 15:55:00
"527",527,"Iphone 11","Really enjoying the features and style of the iphone 11.",5,2019-11-12 14:43:00
"528",528,"Like it so far.","Like the phone so far.Had to get used to it not having a home button.",4,2020-01-17 18:10:00
"529",529,"Black","My husband has the black iPhone he’s so boring with his phones lol",5,2019-11-01 15:16:00
"530",530,"latest","and greatest iPhone yet, bigger screen, more memory, upgrade on all levels!!!",5,2019-10-21 00:02:00
"531",531,"Great","They just keep getting better and better. Love the phone and all that it comes with",5,2019-10-13 15:26:00
"532",532,"iPhone 11","Alexis was very helpful and knowledgeable Spent a lot of time with us since we bought three phones",5,2019-09-27 17:22:00
"533",533,"Great color for the phone!","Fast and zippy smartphone that can handle huge number of apps without closing due to RAM shortage.",5,2019-09-27 16:27:00
"534",534,"Great size","Love the screen size and the camera options are amazing!!",5,2019-11-08 15:38:00
"535",535,"Great Dehumidifier","We have a wet basement and the dehumidifier is taking care of the dampness.",5,2019-10-20 14:58:00
"536",536,"Excellent","Great phone love the features I’m happy with my purchase",5,2019-11-08 15:33:00
"537",537,"New iPhone 11","Bought for my daughter and she loves it. Great camera quality.",5,2019-11-02 13:15:00
"538",538,"Love this phone","I really like this phone. The size is great and I like the face recognition.",5,2019-10-18 20:29:00
"539",539,"LOVE it","Great phone. I enjoyed the XR and this is the perfect step up!",5,2019-11-01 22:25:00
"540",540,"great","works great so far . no problems . and still fits in my pocket",5,2019-11-01 16:37:00
"541",541,"Another great iPhone","Purchased the new iPhone 11 at Best Buy and could not be happier.  Great phone!",5,2019-10-14 14:43:00
"542",542,"Another great iPhone","iPhone 11 I super fast with the new a13 chip, glad I upgraded from the 10R",5,2019-10-19 18:38:00
"543",543,"Love the 11","Love the purple. Camera is great, and face recognition makes signing in so easy.",5,2019-10-13 09:14:00
"544",544,"Great phone","Easy to use. Convenient.  Don’t miss home button?
Like Face ID a lot",5,2019-10-25 16:11:00
"545",545,"Great phone with a long battery life","I really like the security of the phone and the battery life",5,2019-11-02 21:46:00
"546",546,"Great phone better than the 11pro maxx","Great phone buy this and not the 11 pro best bang for your buck!!!!!",5,2019-10-25 15:27:00
"547",547,"Quite a learning process.","Having used androids for most of my cell phone service, it’s a challenge. Some features are nice but trying to place a call has proved to be a challenge when in a hurry.",4,2019-11-01 19:44:00
"548",548,"Great","The new IPhone doesn’t disappoint. Although the prices of phones are starting to get ridiculous. The companies are brilliant in changing you every month, it helps ease the blow of spending a ton of money. We are all caught up in the cycle. I can’t break it & you won’t either. You’re welcome Apple.",3,2020-01-11 21:06:00
"549",549,"Great camera and beautiful color","No complaints! The phone is a beautiful color and has a fabulous camera.",5,2019-10-19 09:41:00
"550",550,"Great phone","Apples newest phone is great. , it’s everything we needed in a phone plus more.",5,2019-10-11 15:22:00
"551",551,"Easy to use","I’m loving this phone. Switched from Android based  easier to use",5,2019-10-26 02:59:00
"552",552,"Nice phone","So far I am really enjoying this phone. Takes great Picts.",5,2019-11-01 17:59:00
"553",553,"IPHONE 11 IS GRAT","IPHONE 11 IS GREAT THE CAMERA IS REALLY GREAT  AND THE ZOOM IN AND OUT IS GREAT",5,2019-10-09 23:40:00
"554",554,"Awesome iPhone as usual","Nothing more to say.  The phone is awesome and the camera is absolutely amazing!",5,2019-10-08 18:44:00
"555",555,"Love it","I love my new phone. So happy I made the change. The camera is awesome.",5,2019-10-17 16:21:00
"556",556,"My son loves his new phone","The camera in the iPhone 11 is amazing!!  Love Best Buy trade in value.",5,2019-10-17 16:14:00
"557",557,"Great phone to upgrade to!","My husband recently purchased the iPhone 11 and loves it",5,2019-11-02 06:18:00
"558",558,"Great purchase!","Battery life is great, screen, camera and usability is awesome!",5,2019-10-25 18:22:00
"559",559,"Ease of use","The face recognition is very useful for quick unlocking of the iPhone.",5,2019-10-18 04:51:00
"560",560,"Great item.  Battery life is excellent and camera","Great item.  Battery life is excellent and camera is very good",5,2019-10-26 07:07:00
"561",561,"Christmas Present","Hopefully Mother in law likes this phone to replace her current phone.  Christmas day will tell.",4,2019-12-20 18:50:00
"562",562,"Mellow yellow","My daughter absolutely love her yellow iPhone great buy",5,2019-11-01 15:15:00
"563",563,"Purchased for a friend.","Apparently they are satisfied with it. The price was okay.",4,2020-01-16 05:01:00
"564",564,"Great upgrade","Bought this for my daughter who now never takes it out of her hand.",5,2019-10-18 08:28:00
"565",565,"Great phone","Got this to keep up with the times, it replaces an iPhone 7.",5,2019-10-25 17:06:00
"566",566,"Great phone","Not much different from the X but the quality is impeccable.",5,2019-10-25 16:23:00
"567",567,"Great phone","Not much different from the X but the quality is impeccable.",5,2019-10-25 16:23:00
"568",568,"Amazing phone","This phone has enhanced my picture taking capabilities",5,2019-10-30 18:14:00
"569",569,"Apple iPhone 11","This phone has almost all the power of the iPhone 11 Pro at a much lower cost.",5,2019-10-04 15:21:00
"570",570,"A solid phone","This is a solid phone that helped me out when my 6s died. Its decent and reliable.",4,2019-12-27 19:03:00
"571",571,"so far so good.","Gift, upgrade for son for Christmas.  He really liked.",4,2020-01-17 16:34:00
"572",572,"Nice","I love the speed of my new 11. I went from a 7 to an 11 and it’s quite a bit heavier than my last phone.",4,2019-12-11 04:00:00
"573",573,"I really like it!","I was pleased with the ease of the change over.  I had a X before.  Great trade in.",5,2019-09-28 09:07:00
"574",574,"Great new color! I love my new iPhone!","I love the new iPhone! Great camera and fast phone!",5,2019-11-01 19:59:00
"575",575,"Quality Apple product","Continues to offer new and better features, simplifying how easy it is to use",5,2019-10-04 19:07:00
"576",576,"Great phone","Great phone.  Love the camera and the crisp display",5,2019-11-01 19:37:00
"577",577,"Happy to work with a knowledgeable and patient sal","Great service and efficient. Karen, is awesome and would recommend her 100%.",5,2019-10-04 16:54:00
"578",578,"Excellent","What an upgrade from my iPhone 6! I wasn’t disappointed at all.",5,2019-10-18 19:54:00
"579",579,"Red","My son wanted a red phone so bad I call it hot boy",5,2019-11-01 15:17:00
"580",580,"Got Upgraded From Samsung","So far I am still getting used to the functionality, it is a pretty good buy, I didn't want to pay $ 1,000.00 for a phone, neither a cheap one, just the right balance.",4,2019-10-22 14:15:00
"581",581,"Best iPhone yet!","I have had several iPhones and this is the best one yet.",5,2019-10-25 15:44:00
"582",582,"Too big","Still struggling with some swipes and trouble with voice commands on message especially. Absolutely upset that Apple is stopping for iPhone 6s since it is a better size and I can reach apps with one hand.",3,2019-12-20 16:32:00
"583",583,"Huge upgrade","Bought this for my son. He literally hasn’t put it down since!",5,2019-10-18 08:26:00
"584",584,"Phenomenal phone","The best iphone yet. Size, speed ease of use make it great phone.",5,2019-10-14 15:52:00
"585",585,"Great phone","My son loved his new phone for Christmas. Only downside is the absent of the finger print sensor we loved.",4,2019-12-06 16:33:00
"586",586,"great quality and durable","I needed an update to my existing phone and this iPhone 11 was perfect for me.",4,2019-12-27 18:41:00
"587",587,"Great everything","I live this phone. It’s small and gets great reception",5,2019-10-26 04:05:00
"588",588,"Another great phone","If you need a new phone this is the one to get. Camera alone is worth it",5,2019-10-05 15:31:00
"589",589,"good phone","very good quality phone, sleek and well build iphone.",5,2019-10-25 17:28:00
"590",590,"Great phone","Replaced my iPhone 7 so could keep up with the times!",5,2019-10-25 17:03:00
"591",591,"The best iPhone yet.","I like not having a home button. The camera is great.",5,2019-10-25 15:20:00
"592",592,"Newest and fastest","Great phone, a good alternative to the Pro for the savings.",5,2019-10-18 15:54:00
"593",593,"great phone!","love screen the new screen and absolutely obsessed with the new camera!",5,2019-10-04 15:57:00
"594",594,"Love the phone thus far","I am still trying to learn some of the features and capabilities of my new phone.",4,2019-12-22 14:13:00
"595",595,"Very good phone for overall cost","Great phone, great team member helping us. Only drawback is the time that it took to transfer information from old phone to new.",4,2019-11-16 07:04:00
"596",596,"Great iPhone","Love the new iPhone. It’s the perfect size. Camera quality is awesome.",5,2019-10-04 15:29:00
"597",597,"Having some issues","Not sure yet if it's something I did but have had problems twice where had to shut the phone down.   Not sending/receiving texts or calls.",3,2019-12-07 06:42:00
"598",598,"Amazing camera","Battery life is great and camera is amazing. Best iPhone yet!",5,2019-10-13 12:25:00
"599",599,"Great phone","Display is awesome. Easy to use! Love the color and size",5,2019-10-18 20:13:00
"600",600,"Love it","Its the best phone I'v ever had. Happy with my purchase.",5,2019-10-18 19:15:00
"601",601,"Great Camera","This phone has an amazing camera! Would highly recommend.",5,2019-10-17 16:25:00
"602",602,"Great Camera!","This phone has an amazing camera! Would highly recommend.",5,2019-10-17 16:26:00
"603",603,"New iPod","Came quickly. Easy to set up. Live the color. It was a good purchade",5,2019-10-05 06:47:00
"604",604,"Slim and does the job","Better for normal users than an OtterBox and my wife likes it a lot.",5,2019-10-04 19:15:00
"605",605,"iPhone 11 very good phone many features","Works great don’t need to buy top of the line ,seems to do it all for you",5,2019-09-28 09:49:00
"606",606,"Great phone for a reasonable price.","The iPhone 11 is a fantastic product. The camera and display are amazing.",5,2019-09-27 20:02:00
"607",607,"Good phone","Great new phone that replaced an old phone we’ve had",4,2020-01-11 10:32:00
"608",608,"Great phone","Great phone, bought for my son. He loves it. Great camera.",5,2019-10-13 23:18:00
"609",609,"Great phone!","Very happy with my new phone! It also takes great pictures!",5,2019-10-12 20:02:00
"610",610,"New iPhone","Great iPhone my sister just upgrade. She loves the iPhone product.",5,2019-10-04 15:29:00
"611",611,"Great product","Very helpful visit, the technician was very knowledgable.",5,2019-10-14 17:54:00
"612",612,"Great phone","Great phone. Great camera. Very fast and easy to use.",5,2019-10-18 23:55:00
"613",613,"Great IPhone","Daughter loves it, the camera is amazing and very sleek",5,2019-10-16 09:10:00
"614",614,"Great phone","This is a great phone with a good battery life and awesome camera",5,2019-10-04 17:06:00
"615",615,"Easier buttons to use","everything the add says it is. Even got it wet. A+",5,2019-10-20 19:29:00
"616",616,"Exactly what you expect","Easy to set up and looks nice just like every other iphone",5,2019-10-11 16:56:00
"617",617,"Love the new phone","Really happy with it. Would recommend this phone as well.",5,2019-10-11 15:23:00
"618",618,"Expensive, but a nice phone","A bit more than I wanted to spend, but it is a nice phone.",4,2020-01-03 20:53:00
"619",619,"Easy purchase","Customer Service agents were very helpful and resourceful!",4,2020-01-03 17:34:00
"620",620,"Great phone","It was time for an upgrade from the 6s and this phone was totally worth it",5,2019-09-21 09:16:00
"621",621,"Great","Does exactly what it needs to do.  Nice and sturdy.",5,2019-10-17 16:23:00
"622",622,"Great camera","Really happy I waited for the newest iPhone to upgrade!",5,2019-10-11 17:20:00
"623",623,"Excellent","Better price than the pro and not a ton of difference.",5,2019-10-12 09:03:00
"624",624,"Great phone","Love the phone, camera is great. Glad I upgraded from my 8.",5,2019-10-04 16:19:00
"625",625,"Great battery life","This phone has an great battery life. Easy to use. Great camera.",5,2019-09-27 21:17:00
"626",626,"Apple only","Bought as a gift for my grandchildren.  They love their Apple phones.",4,2019-12-21 00:07:00
"627",627,"LOVE THE CAMERA","DIFFERENT FROM MY IPHONE 7 IT WAS TIME TO UPGRADE.",5,2019-10-11 18:05:00
"628",628,"beautiful color","love the color of this iphone! camera is great quality as well",5,2019-09-27 15:36:00
"629",629,"Great phone to have","Great phone to have of you love ther Apple ecosystem.",4,2020-01-02 08:55:00
"630",630,"So many colors","If you need a new phone this is the one to get. Camera",5,2019-10-05 15:30:00
"631",631,"I love my iPhone 11","I love my new iPhone 11. My iPad mini just had a baby.",5,2019-10-04 18:05:00
"632",632,"Good phone. Good staff","Switched my iPhone 8 Plus for the 11.. Don’t regret it",5,2019-10-04 15:33:00
"633",633,"Another great phone","Upgraded from iphone 8 and wow what an upgrade!  Loving it!",5,2019-09-27 15:38:00
"634",634,"Wonderful product","Very happy with this device. Sleek design and easy to use",5,2019-09-27 17:29:00
"635",635,"Love it!!","Great color, fast downloads, amazing battery life!!",5,2019-10-04 17:06:00
"636",636,"Apple","Nice IPhone. Great quality. Love the color options.",5,2019-10-04 15:57:00
"637",637,"Nice phone","Phone is easy to set up and use. Some issues occurred with it but were quickly fixed after updating the software.",4,2019-11-08 15:48:00
"638",638,"Great","This is the best iPhone ever made. I love it. Great.",5,2019-10-01 15:44:00
"639",639,"good phone","iOS is one of the reason to go with iPhone. this phone is ok.",4,2019-12-20 18:51:00
"640",640,"Great phone","Awesome phone! Easy to use... love the color.
Pleased!",5,2019-09-27 21:32:00
"641",641,"Amazing","The camera is amazing and the speed is amazing. 10/10",5,2019-09-27 15:13:00
"642",642,"Good phone","Like the phone just wish you had the color I wanted",4,2019-12-27 15:51:00
"643",643,"Apple did an awesome job with the iPhone 11","Happy I pick it up another great iPhone thank you Best Buy",5,2019-09-21 05:44:00
"644",644,"Wasy","Easy to set up. Came to the house when expected. Xyz",5,2019-09-27 19:30:00
"645",645,"Product was great","My daughter was extremely happy with it and so was",4,2019-12-27 15:20:00
"646",646,"Great Value for the Features!","Upgraded from iPhone 8. Love not having the home button and Face ID is pretty except for when it tells me it doesn’t recognize my face.",4,2019-10-16 10:39:00
"647",647,"Great phone was hard to activate","Could not get number transferred and service working for a few day but Best Buy was good and phone is good",4,2019-11-09 06:57:00
"648",648,"My son loves his new phone","This new red 11 was a gift for my son he loves it.",5,2019-09-27 17:32:00
"649",649,"Love my new phone","The phone Works great and I love the purple color.",5,2019-09-27 17:32:00
"650",650,"Typical iphone","So far...not much different than my older iphone.  Some new features.",4,2019-12-07 06:40:00
"651",651,"Upgrade from iphone 7+","Great phone in every aspect. My wife misses the finger print censor.",4,2019-12-06 16:35:00
"652",652,"Awesome phone","I purchased an iPhone 11 and am very thrilled with it. The phone is fast and the colors are vivid. The camera takes much better pictures and it’s so easy to use. I would recommend this phone for everyone",5,2019-10-12 08:15:00
"653",653,"Nice iPhone","It is a good phone. It is fast and it’s less expensive. It does everything. Camera is nice and convenient",4,2019-11-02 05:53:00
"654",654,"Great phone, awful experience","Long wait for store pickup, 2 hours to get phone activated and it still wasn't properly set up. Employees justified long waits by saying it was the holidays. Apparently Best buy was aware they needed more than two cashiers during holiday shopping.",3,2019-12-20 15:55:00
"655",655,"It's PURPLE!","It's the iPhone 11. Now in new fun colors! Enjoy!!",4,2019-12-13 15:25:00
"656",656,"Phone works just fine","My only problem is that the color says purple, but the color is actually lilac.",4,2019-11-16 09:15:00
"657",657,"Great Phone","Too much technology to all be put into a phone !!!",4,2019-12-08 08:35:00
"658",658,"So far great product","It is painful how expensive iPhones are getting, but it is a good product.  So far performing as expected, no problems.",4,2019-10-04 16:39:00
"659",659,"Takes great pictures & videos","I love the 3 cameras. A little bigger than I wanted but I’m getting used to it",4,2019-11-08 19:44:00
"660",660,"Great Color","I like it better than my iPhone 6S. It's bigger. The camera is better and face id is awesome.",4,2019-10-23 00:23:00
"661",661,"Wonderful state of the art phone.","Not happy with the size of the phone. Perfect for a women to keep in her purse but too big for a man to keep in his pants or shirt pocket",3,2019-12-06 16:28:00
"662",662,"Easy to use!","Easy to switch from Android to the Iphone 11, and works great.",4,2019-11-09 17:33:00
"663",663,"Good phone","I really like this new phone. Transfer of information was not as smooth.",4,2019-10-25 22:48:00
"664",664,"Good Looking Phone","The camera is awesome. Very clear. It's also bigger than my Iphone 6S.",4,2019-10-23 00:19:00
"665",665,"Great camera","Camera is really awesome other than that  nothing really different",4,2019-10-26 21:48:00
"666",666,"So far so go good","It’s been good so far! I like it and my wife likes it",4,2019-11-08 15:43:00
"667",667,"Ok phone","The phone was ok, just Very over priced . Wish had more colors.",4,2019-10-13 12:01:00
"668",668,"very nice iphone","Still learning to use after upgrading from an iphone 6",4,2019-10-18 22:15:00
"669",669,"iPhone 6 had fewer problems","Phone has static when ringing.  The rings in car with Bluetooth and rings on phone at same time.",3,2019-12-01 21:11:00
"670",670,"Poor screen","Purchased for teenage girl.  Shattered screen at first drop.  So much for gorilla glass. Cheap made in china.",3,2020-01-17 21:24:00
"671",671,"Great phone for a great price","I’m not really good at reviews but here goes. So I had an iPhone 7 until I bought this. I got used to not having a home button in twenty minutes after using this phone. The swiping is so easy and Face ID is amazing. Having two cameras stabilizes the angle of your outward facing photos taken. YouTube reviewers had shown the same images taken with both an XR and 11 and the position of the photo images made the focus more in the middle whereas the XR would change the angle a tiny bit to where certain objects being focused on were angled wrong. Sorry for saying the word angle so much, I’m just not good at describing this stuff. I would recommend you watch all of the YouTube videos comparing the newer iPhone models. This phone has night vision to enable Face ID in the dark. Whereas my 2018 iPad Pro cannot read my face in the dark. I don’t know what else to say, except that you should read every review and watch every review you can to decide on which iPhone is best for you. This phone is the cheapest iPhone that came out in 2019 but that doesn’t mean it’s bad. I love this phone very much. It has a really good battery life and standby time. Much better than my 7 which by the way I had the battery for that phone replaced and restored to 100% battery health a week before buying this and that battery sucks in comparison to this one even with the 100% restore. So yeah I’m happy with my phone. Also I use my phone mainly for music and I can listen with my AirPods all day and my phone will be at 40 something percent when the day is almost over. I know my grammar is bad. I just want people to know that this is a good phone",5,2020-01-24 18:04:00
"672",672,"Ether than last years!","Good product at a great price. It was time for an upgrade!",4,2019-09-27 15:32:00
"673",673,"distortions in tv required me to return it","had to return the original tv due to distortions in the screen.  not BB's fault, but a nuisance nonetheless.",3,2020-01-04 12:58:00
"674",674,"Nice color","My daughter liked her 7 camera more, but likes the red color of this phone",3,2019-10-04 15:46:00
"675",675,"finally got activated","getting phone bought from best buy activated by verizon was a total pain in the butt.  the Verizon Sim card shipped from best buy had to be replaced with a card from verizon and a hanging out on verizon support chat FOREVER.  

Hopefully the phone works and doesnt get smashed.",2,2019-12-05 22:06:00
"676",676,"Nice Case","The case does provide extra protection if you drop your phone.  However, I didn't like the feel and decided to return it.",3,2019-12-13 17:26:00
"677",677,"Gift","Was a gift for my wife.  She likes it, and I know nothing about iPhones so I can't be much help.",3,2019-12-27 15:28:00
"678",678,"new iPhone!","I upgraded my iPhone 8 to an iPhone 11 and could not be happier.",3,2020-01-18 06:07:00
"679",679,"Great phone with real all day battery","I upgraded to this phone from an iPhone 6s and it is a huge improvement. On the second battery in my 6s the phone would die after a few hours of moderate use. With the 11 after a full day(12+hours) of moderate to heavy use I have yet to put the battery lower than 35%. I much prefer Face ID over Touch ID and it is almost instantaneous. I compared the screen side by side to the Pro and besides the blacks being slightly blacker the resolution difference is not that apparent to me for everyday use. Cameras and photo processing are excellent. If you like the iPhone ecosystem then this is a great phone.",5,2019-10-18 17:14:00
"680",680,"This phone is a great deal !","You get more bang for your buck with this iPhone than any other model.  It is easy to use and the battery holds a charge for a couple of days.  The new swiping that replaced the home button is actually easier, and I love the face recognition",5,2019-11-18 16:14:00
"681",681,"Hate it","Bought this phone after loving my previous 2 iphones, 6s+ and 8s+. Absolutely HATE it. I bought it the day before leaving the country for 3 weeks and missed the return window. Face ID sucks. Screen is ""larger"" but it feels smaller since my hand is blocking part of it most of the time. Screen was very easily scratched compared to my last 2 iphones they definitely changed something there. Never even needed a protector and a few weeks with this it looks terrible. 

To boot I specifically asked the salesman if I would be able to use the phone overseas since I was flying out the next day and since I was paying for the phone in full he said yes no problem, but Verizon locks ALL devices for 60 days so there's nothing I could do. I was basically without a phone for 3 weeks unless on wifi and still missed the return window. Wish I never bought it.",1,2019-12-30 13:01:00
"682",682,"Not a great product","Screen seems like it needs calibration. I was much happier with my old iPhone 7.",3,2019-12-19 13:33:00
"683",683,"Love the phone.","Ok took awhile for sales clerk to get into system.",3,2019-12-20 19:23:00
"684",684,"Can’t rate at this time","Haven’t had the opportunity  to transfer data from old phone.",3,2019-12-07 16:06:00
"685",685,"Ok terrible for beginners","Ok but terrible for beginners and mature buyers.
Also very expensive with only a few more features beyond IPhone 6 that I replaced",3,2019-09-27 17:39:00
"686",686,"Great battery and camera","Great value, easy to use, large storage, great picture quality",5,2020-01-10 21:39:00
"687",687,"Ok","Love the color. Needs to work out tech 
  Issues. Hope the battery lasts",2,2019-10-17 21:38:00
"688",688,"Wonderful phone and was easy to set up!","This phone was extremely easy to set up.  I selected the wrong set up option the first time around but was able to easily and quickly reset the phone and set it up the way I wanted to.  The best part of setup?  It automatically downloaded all the apps from my old phone, saving me hours of time!  Love the new cameras!  Love the new colors!  Of course I selected my favorite:  purple!  The only issue I had with the phone resolved itself:  I could not hear calls unless I placed it in speaker mode, a minor-ish issue.  The sound on calls works perfectly now.",5,2020-01-17 22:12:00
